text,tag
dirty,ADJ
contradict,ADJ
true,ADJ
different,ADJ
great,ADJ
Dirty,ADJ
helpful,ADJ
Fine,ADJ
quick,ADJ
due,ADJ
able,ADJ
responsible,ADJ
musty,ADJ
shabby,ADJ
hot,ADJ
fine,ADJ
exceptional,ADJ
convenient,ADJ
disappointed,ADJ
small,ADJ
little,ADJ
old,ADJ
Different,ADJ
better,ADJ
lower,ADJ
excellent,ADJ
few,ADJ
own,ADJ
terrible,ADJ
worrying,ADJ
aggressive,ADJ
terrible,ADJ
worth,ADJ
fellow,ADJ
great,ADJ
spacious,ADJ
tiny,ADJ
interested,ADJ
annoying,ADJ
approachable,ADJ
uncomfortable,ADJ
most,ADJ
aggressive,ADJ
several,ADJ
entire,ADJ
better,ADJ
unpleasant,ADJ
better,ADJ
fine,ADJ
double,ADJ
single,ADJ
triple,ADJ
single,ADJ
polite,ADJ
rude,ADJ
single,ADJ
unprofessional,ADJ
acceptable,ADJ
basic,ADJ
clean,ADJ
draughty,ADJ
other,ADJ
pleasant,ADJ
sorry,ADJ
Quite,ADJ
extraordinary,ADJ
superior,ADJ
prestigious,ADJ
important,ADJ
precise,ADJ
good,ADJ
good,ADJ
filthy,ADJ
unhygienic,ADJ
advertised,ADJ
high,ADJ
clean,ADJ
expensive,ADJ
alright,ADJ
small,ADJ
average,ADJ
noisy,ADJ
worst,ADJ
such,ADJ
first,ADJ
last,ADJ
impressed,ADJ
seasoned,ADJ
distant,ADJ
cold,ADJ
friendly,ADJ
awesome,ADJ
Full,ADJ
big,ADJ
warm,ADJ
good,ADJ
great,ADJ
front,ADJ
front,ADJ
female,ADJ
good,ADJ
flat,ADJ
better,ADJ
friendlier,ADJ
best,ADJ
expected,ADJ
trashy,ADJ
Russo,ADJ
Arab,ADJ
glitzy,ADJ
worth,ADJ
short,ADJ
great,ADJ
close,ADJ
little,ADJ
annoyed,ADJ
small,ADJ
usual,ADJ
cheaper,ADJ
much,ADJ
ready,ADJ
beautiful,ADJ
higher,ADJ
other,ADJ
lousy,ADJ
non,ADJ
-,ADJ
smoking,ADJ
communal,ADJ
worst,ADJ
first,ADJ
first,ADJ
loyal,ADJ
first,ADJ
small,ADJ
saddest,ADJ
fake,ADJ
Disgusting,ADJ
claustrophobic,ADJ
second,ADJ
better,ADJ
front,ADJ
least,ADJ
real,ADJ
wooden,ADJ
famous,ADJ
bad,ADJ
first,ADJ
right,ADJ
first,ADJ
other,ADJ
competitive,ADJ
other,ADJ
first,ADJ
better,ADJ
better,ADJ
stellar,ADJ
stellar,ADJ
outstanding,ADJ
poor,ADJ
general,ADJ
more,ADJ
plastic,ADJ
least,ADJ
huge,ADJ
last,ADJ
hot,ADJ
first,ADJ
free,ADJ
amazing,ADJ
more,ADJ
dietary,ADJ
polite,ADJ
different,ADJ
amazing,ADJ
lower,ADJ
average,ADJ
same,ADJ
normal,ADJ
glamorous,ADJ
Poor,ADJ
Poor,ADJ
top,ADJ
Nice,ADJ
nice,ADJ
poor,ADJ
worst,ADJ
junior,ADJ
Helpful,ADJ
courteous,ADJ
early,ADJ
ready,ADJ
surprising,ADJ
nice,ADJ
superior,ADJ
available,ADJ
overnight,ADJ
keen,ADJ
happy,ADJ
junior,ADJ
ready,ADJ
other,ADJ
basic,ADJ
junior,ADJ
adjacent,ADJ
intrusive,ADJ
low,ADJ
more,ADJ
same,ADJ
altrusitic,ADJ
swaggy,ADJ
fit,ADJ
helpful,ADJ
numerous,ADJ
alternative,ADJ
better,ADJ
freebie,ADJ
poor,ADJ
concerned,ADJ
more,ADJ
jetlagged,ADJ
sure,ADJ
overnight,ADJ
good,ADJ
short,ADJ
friendly,ADJ
clean,ADJ
good,ADJ
busy,ADJ
full,ADJ
ready,ADJ
Expensive,ADJ
much,ADJ
tiny,ADJ
superior,ADJ
extra,ADJ
total,ADJ
comfortable,ADJ
tiny,ADJ
noisy,ADJ
only,ADJ
tiny,ADJ
worthy,ADJ
angry,ADJ
much,ADJ
mediocre,ADJ
convenient,ADJ
overnight,ADJ
twin,ADJ
bedded,ADJ
cheap,ADJ
much,ADJ
much,ADJ
inclusive,ADJ
good,ADJ
dirty,ADJ
damp,ADJ
public,ADJ
communal,ADJ
fresh,ADJ
clean,ADJ
good,ADJ
excellent,ADJ
friendly,ADJ
good,ADJ
same,ADJ
national,ADJ
great,ADJ
essential,ADJ
other,ADJ
available,ADJ
rude,ADJ
busy,ADJ
busy,ADJ
unprofessional,ADJ
long,ADJ
relevant,ADJ
5th,ADJ
apparent,ADJ
atrocious,ADJ
low,ADJ
worth,ADJ
twin,ADJ
unclean,ADJ
dirty,ADJ
ancient,ADJ
damp,ADJ
bad,ADJ
stupid,ADJ
most,ADJ
good,ADJ
ok,ADJ
bad,ADJ
next,ADJ
awful,ADJ
better,ADJ
extra,ADJ
worst,ADJ
few,ADJ
fair,ADJ
small,ADJ
smallest,ADJ
complimentary,ADJ
more,ADJ
better,ADJ
same,ADJ
practical,ADJ
small,ADJ
top,ADJ
only,ADJ
open,ADJ
unacceptable,ADJ
disgraceful,ADJ
superior,ADJ
full,ADJ
grotty,ADJ
noisy,ADJ
rusty,ADJ
corridor,ADJ
whole,ADJ
worth,ADJ
extra,ADJ
little,ADJ
special,ADJ
American,ADJ
great,ADJ
special,ADJ
full,ADJ
honest,ADJ
higher,ADJ
last,ADJ
21st,ADJ
disappointed,ADJ
good,ADJ
special,ADJ
nice,ADJ
small,ADJ
extra,ADJ
much,ADJ
real,ADJ
awake,ADJ
least,ADJ
cheap,ADJ
expensive,ADJ
unfortunate,ADJ
negative,ADJ
beautiful,ADJ
comfortable,ADJ
polite,ADJ
short,ADJ
Wi,ADJ
spotty,ADJ
unapologetic,ADJ
free,ADJ
reliable,ADJ
impossible,ADJ
hot,ADJ
surreal,ADJ
full,ADJ
right,ADJ
Next,ADJ
lesser,ADJ
double,ADJ
near,ADJ
other,ADJ
possible,ADJ
unavailable,ADJ
adjoining,ADJ
Great,ADJ
lovely,ADJ
dear,ADJ
more,ADJ
original,ADJ
superior,ADJ
complimentary,ADJ
extra,ADJ
alone,ADJ
first,ADJ
full,ADJ
hearty,ADJ
good,ADJ
sparse,ADJ
little,ADJ
lost,ADJ
dry,ADJ
Danish,ADJ
more,ADJ
cooked,ADJ
iconic,ADJ
excited,ADJ
First,ADJ
ok,ADJ
great,ADJ
smooth,ADJ
key,ADJ
minor,ADJ
more,ADJ
delightful,ADJ
amazing,ADJ
little,ADJ
patchy,ADJ
only,ADJ
high,ADJ
amazing,ADJ
small,ADJ
early,ADJ
poor,ADJ
ill,ADJ
best,ADJ
ill,ADJ
various,ADJ
relevant,ADJ
more,ADJ
thorough,ADJ
more,ADJ
strange,ADJ
amazing,ADJ
good,ADJ
terrible,ADJ
responsible,ADJ
amazing,ADJ
only,ADJ
positive,ADJ
more,ADJ
bad,ADJ
bad,ADJ
hard,ADJ
many,ADJ
Sorry,ADJ
ashamed,ADJ
more,ADJ
first,ADJ
separate,ADJ
small,ADJ
freezing,ADJ
second,ADJ
small,ADJ
single,ADJ
smallest,ADJ
wide,ADJ
best,ADJ
many,ADJ
possible,ADJ
open,ADJ
good,ADJ
small,ADJ
sure,ADJ
worst,ADJ
sure,ADJ
top,ADJ
8th,ADJ
Edwardian,ADJ
special,ADJ
standard,ADJ
grand,ADJ
Communal,ADJ
nice,ADJ
grand,ADJ
disappointing,ADJ
welcome,ADJ
other,ADJ
complimentary,ADJ
complimentary,ADJ
available,ADJ
standard,ADJ
non,ADJ
single,ADJ
most,ADJ
special,ADJ
best,ADJ
attentive,ADJ
professional,ADJ
good,ADJ
great,ADJ
upset,ADJ
minor,ADJ
unnecessary,ADJ
embarrassed,ADJ
special,ADJ
lovely,ADJ
awake,ADJ
disappointing,ADJ
More,ADJ
large,ADJ
safe,ADJ
visible,ADJ
Key,ADJ
many,ADJ
Other,ADJ
great,ADJ
worth,ADJ
nice,ADJ
little,ADJ
own,ADJ
bad,ADJ
nice,ADJ
real,ADJ
good,ADJ
only,ADJ
fair,ADJ
double,ADJ
helpful,ADJ
fine,ADJ
nice,ADJ
nice,ADJ
small,ADJ
noisy,ADJ
standard,ADJ
double,ADJ
smaller,ADJ
small,ADJ
other,ADJ
wide,ADJ
necessary,ADJ
worse,ADJ
entire,ADJ
noisy,ADJ
difficult,ADJ
sporadic,ADJ
small,ADJ
disappointed,ADJ
lovely,ADJ
underground,ADJ
twin,ADJ
minute,ADJ
scruffy,ADJ
old,ADJ
fashioned,ADJ
clean,ADJ
modern,ADJ
clean,ADJ
tiny,ADJ
heated,ADJ
professional,ADJ
unplumbed,ADJ
next,ADJ
poor,ADJ
next,ADJ
overdue,ADJ
nice,ADJ
Most,ADJ
uncomfortable,ADJ
more,ADJ
more,ADJ
full,ADJ
small,ADJ
dark,ADJ
expensive,ADJ
poor,ADJ
poor,ADJ
loud,ADJ
useless,ADJ
full,ADJ
first,ADJ
second,ADJ
tiny,ADJ
poor,ADJ
small,ADJ
tiny,ADJ
small,ADJ
average,ADJ
tacky,ADJ
red,ADJ
famous,ADJ
nonexistent,ADJ
loud,ADJ
abrupt,ADJ
warm,ADJ
Terrible,ADJ
terrible,ADJ
terrible,ADJ
small,ADJ
full,ADJ
most,ADJ
thick,ADJ
thinner,ADJ
dissimilar,ADJ
less,ADJ
helpful,ADJ
dearest,ADJ
beautiful,ADJ
extra,ADJ
private,ADJ
few,ADJ
prestigious,ADJ
last,ADJ
inexplicable,ADJ
pre,ADJ
-,ADJ
booking,ADJ
exact,ADJ
initial,ADJ
such,ADJ
large,ADJ
sublime,ADJ
modern,ADJ
stylish,ADJ
large,ADJ
cold,ADJ
unique,ADJ
noisy,ADJ
frustrating,ADJ
unique,ADJ
general,ADJ
kind,ADJ
frustrating,ADJ
such,ADJ
outstanding,ADJ
fast,ADJ
serious,ADJ
total,ADJ
unaware,ADJ
worried,ADJ
total,ADJ
larger,ADJ
actual,ADJ
payable,ADJ
un,ADJ
locked,ADJ
pre,ADJ
-,ADJ
booking,ADJ
serious,ADJ
total,ADJ
heedless,ADJ
such,ADJ
personal,ADJ
perfect,ADJ
beautiful,ADJ
many,ADJ
other,ADJ
same,ADJ
Good,ADJ
lovely,ADJ
damp,ADJ
absurd,ADJ
single,ADJ
international,ADJ
heavy,ADJ
cheap,ADJ
framed,ADJ
musty,ADJ
other,ADJ
own,ADJ
long,ADJ
last,ADJ
better,ADJ
prime,ADJ
dirty,ADJ
tired,ADJ
tatty,ADJ
woeful,ADJ
late,ADJ
comfortable,ADJ
Great,ADJ
disappointing,ADJ
dated,ADJ
poor,ADJ
pleased,ADJ
much,ADJ
rude,ADJ
needed,ADJ
now-,ADJ
executive,ADJ
double,ADJ
smaller,ADJ
dark,ADJ
extra,ADJ
disappointing,ADJ
basic,ADJ
good,ADJ
nice,ADJ
excellent,ADJ
small,ADJ
great,ADJ
wonderful,ADJ
good,ADJ
historical,ADJ
most,ADJ
different,ADJ
unlucky,ADJ
few,ADJ
great,ADJ
such,ADJ
special,ADJ
30th,ADJ
well,ADJ
mid,ADJ
polished,ADJ
difficult,ADJ
right,ADJ
various,ADJ
different,ADJ
confusing,ADJ
long,ADJ
enough,ADJ
many,ADJ
good,ADJ
sad,ADJ
unfortunate,ADJ
good,ADJ
full,ADJ
few,ADJ
nibble,ADJ
quiet,ADJ
wrong,ADJ
few,ADJ
intoxicated,ADJ
first,ADJ
intoxicated,ADJ
simple,ADJ
open,ADJ
outside,ADJ
busy,ADJ
full,ADJ
many,ADJ
good,ADJ
good,ADJ
exclusive,ADJ
short,ADJ
terrible,ADJ
double,ADJ
Horrible,ADJ
next,ADJ
Terrible,ADJ
other,ADJ
annoyed,ADJ
first,ADJ
other,ADJ
fourth,ADJ
close,ADJ
apologetic,ADJ
bigger,ADJ
busier,ADJ
busy,ADJ
full,ADJ
most,ADJ
possible,ADJ
interested,ADJ
much,ADJ
simple,ADJ
fantastic,ADJ
standard,ADJ
poor,ADJ
friendly,ADJ
hard,ADJ
several,ADJ
own,ADJ
aware,ADJ
other,ADJ
double,ADJ
cheap,ADJ
closer,ADJ
average,ADJ
separate,ADJ
good,ADJ
uncomfortable,ADJ
dark,ADJ
dirty,ADJ
stank,ADJ
twin,ADJ
annoyed,ADJ
unlocked,ADJ
communal,ADJ
strong,ADJ
manky,ADJ
old,ADJ
brown,ADJ
fleece,ADJ
Worse,ADJ
stained,ADJ
apparent,ADJ
dirty,ADJ
broken,ADJ
disgusting,ADJ
nice,ADJ
dirty,ADJ
free,ADJ
cheap,ADJ
cheap,ADJ
friendly,ADJ
happy,ADJ
hygienic,ADJ
cheap,ADJ
clean,ADJ
half,ADJ
decent,ADJ
wrong,ADJ
only,ADJ
secure,ADJ
great,ADJ
least,ADJ
clean,ADJ
basic,ADJ
immediate,ADJ
dark,ADJ
old,ADJ
local,ADJ
sure,ADJ
various,ADJ
main,ADJ
noisy,ADJ
poached,ADJ
New,ADJ
cold,ADJ
other,ADJ
last,ADJ
better,ADJ
Initial,ADJ
bad,ADJ
excited,ADJ
poor,ADJ
worn,ADJ
bad,ADJ
stale,ADJ
clean,ADJ
whole,ADJ
rubbish,ADJ
ok,ADJ
good,ADJ
extra,ADJ
better,ADJ
better,ADJ
special,ADJ
lovely,ADJ
sure,ADJ
real,ADJ
embarrassing,ADJ
discretionary,ADJ
embarrassing,ADJ
whole,ADJ
ONLY,ADJ
acceptable,ADJ
deep,ADJ
fried,ADJ
top,ADJ
frozen,ADJ
acceptable,ADJ
only,ADJ
open,ADJ
youngest,ADJ
18th,ADJ
good,ADJ
fine,ADJ
special,ADJ
premium,ADJ
possible,ADJ
other,ADJ
final,ADJ
rude,ADJ
main,ADJ
comfortable,ADJ
small,ADJ
unremarkable,ADJ
Great,ADJ
lovely,ADJ
terrible,ADJ
bad,ADJ
bad,ADJ
funny,ADJ
sure,ADJ
first,ADJ
tired,ADJ
Amazing,ADJ
Top,ADJ
twin,ADJ
double,ADJ
small,ADJ
pokey,ADJ
ready,ADJ
bland,ADJ
small,ADJ
tiny,ADJ
thin,ADJ
clear,ADJ
garlic,ADJ
substantial,ADJ
average,ADJ
stuck,ADJ
small,ADJ
nice,ADJ
uncomfortable,ADJ
dark,ADJ
only,ADJ
free,ADJ
simple,ADJ
glad,ADJ
good,ADJ
possible,ADJ
late,ADJ
fine,ADJ
erratic,ADJ
fast,ADJ
slow,ADJ
customary,ADJ
lovely,ADJ
many,ADJ
hard,ADJ
Special,ADJ
Great,ADJ
early,ADJ
lovely,ADJ
unnecessary,ADJ
mass,ADJ
better,ADJ
disappointing,ADJ
Cold,ADJ
stressed,ADJ
better,ADJ
easier,ADJ
ok,ADJ
excellent,ADJ
special,ADJ
transactional,ADJ
sure,ADJ
beautiful,ADJ
stylish,ADJ
easy,ADJ
many,ADJ
popular,ADJ
nice,ADJ
plentiful,ADJ
pleasant,ADJ
cold,ADJ
eligible,ADJ
next,ADJ
first,ADJ
cold,ADJ
uncaring,ADJ
regular,ADJ
standard,ADJ
available,ADJ
lovely,ADJ
many,ADJ
fine,ADJ
welcome,ADJ
triple,ADJ
standard,ADJ
single,ADJ
whole,ADJ
Wrong,ADJ
non,ADJ
plain,ADJ
awful,ADJ
ok,ADJ
good,ADJ
traditional,ADJ
large,ADJ
noisy,ADJ
adjoining,ADJ
disappointing,ADJ
poor,ADJ
poor,ADJ
Dirty,ADJ
poor,ADJ
ready,ADJ
poor,ADJ
great,ADJ
forward,ADJ
more,ADJ
mistaken,ADJ
narrow,ADJ
small,ADJ
tiny,ADJ
ancient,ADJ
underground,ADJ
smallest,ADJ
moldy,ADJ
entire,ADJ
tiny,ADJ
claustrophobic,ADJ
larger,ADJ
small,ADJ
least,ADJ
seating,ADJ
nice,ADJ
new,ADJ
small,ADJ
excellent,ADJ
unremarkable,ADJ
free,ADJ
small,ADJ
Other,ADJ
unpleasant,ADJ
dated,ADJ
poor,ADJ
busy,ADJ
wooden,ADJ
bad,ADJ
tiny,ADJ
dirty,ADJ
dirty,ADJ
better,ADJ
Pretty,ADJ
old,ADJ
small,ADJ
cold,ADJ
Pretty,ADJ
bad,ADJ
other,ADJ
good,ADJ
Lucky,ADJ
public,ADJ
impressive,ADJ
beautiful,ADJ
friendly,ADJ
Good,ADJ
easy,ADJ
long,ADJ
first,ADJ
OK,ADJ
green,ADJ
modern,ADJ
incongruous,ADJ
old,ADJ
fashioned,ADJ
white,ADJ
amazing,ADJ
best,ADJ
orange,ADJ
old,ADJ
rusty,ADJ
deliberate,ADJ
interior,ADJ
mobile,ADJ
worse,ADJ
poor,ADJ
cold,ADJ
limp,ADJ
good,ADJ
bad,ADJ
many,ADJ
livid,ADJ
disappointed,ADJ
fabulous,ADJ
excellent,ADJ
overall,ADJ
impressive,ADJ
disappointed,ADJ
free,ADJ
same,ADJ
first,ADJ
higher,ADJ
next,ADJ
early,ADJ
skimpy,ADJ
low,ADJ
English,ADJ
clean,ADJ
prime,ADJ
many,ADJ
minimum,ADJ
empty,ADJ
huge,ADJ
little,ADJ
ridiculous,ADJ
minimum,ADJ
other,ADJ
*,ADJ
previous,ADJ
other,ADJ
high,ADJ
complementary,ADJ
superior,ADJ
standard,ADJ
small,ADJ
double,ADJ
other,ADJ
compact,ADJ
pleasant,ADJ
little,ADJ
interested,ADJ
most,ADJ
previous,ADJ
poor,ADJ
average,ADJ
same,ADJ
better,ADJ
larger,ADJ
small,ADJ
basic,ADJ
comfortable,ADJ
clean,ADJ
good,ADJ
nice,ADJ
slow,ADJ
dark,ADJ
enough,ADJ
1030pm,ADJ
terrible,ADJ
ignorant,ADJ
little,ADJ
English,ADJ
upfront,ADJ
noisy,ADJ
sure,ADJ
most,ADJ
basic,ADJ
clean,ADJ
busy,ADJ
difficult,ADJ
close,ADJ
other,ADJ
awake,ADJ
hard,ADJ
aware,ADJ
prepared,ADJ
full,ADJ
Terrible,ADJ
next,ADJ
tired,ADJ
Awful,ADJ
few,ADJ
better,ADJ
good,ADJ
central,ADJ
different,ADJ
special,ADJ
full,ADJ
happy,ADJ
nice,ADJ
longer,ADJ
positive,ADJ
disappointed,ADJ
Executive,ADJ
small,ADJ
alone,ADJ
limited,ADJ
clean,ADJ
able,ADJ
nice,ADJ
worth,ADJ
complimentary,ADJ
clear,ADJ
complimentary,ADJ
busy,ADJ
other,ADJ
other,ADJ
wrong,ADJ
bad,ADJ
excited,ADJ
expensive,ADJ
cheap,ADJ
different,ADJ
net,ADJ
few,ADJ
grey,ADJ
comfortable,ADJ
clean,ADJ
cheap,ADJ
ok,ADJ
tidy,ADJ
stunk,ADJ
dirty,ADJ
good,ADJ
small,ADJ
dirty,ADJ
little,ADJ
more,ADJ
dirtiest,ADJ
different,ADJ
worse,ADJ
better,ADJ
dirty,ADJ
third,ADJ
cobwebs,ADJ
Great,ADJ
tiniest,ADJ
different,ADJ
alternative,ADJ
bizarre,ADJ
disappointing,ADJ
friendly,ADJ
bad,ADJ
free,ADJ
double,ADJ
clean,ADJ
dirty,ADJ
Gross,ADJ
gross,ADJ
gross,ADJ
black,ADJ
separate,ADJ
open,ADJ
old,ADJ
old,ADJ
general,ADJ
grimy,ADJ
disappointed,ADJ
worst,ADJ
Tiny,ADJ
disappointing,ADJ
small,ADJ
unwilling,ADJ
abrupt,ADJ
simple,ADJ
real,ADJ
clear,ADJ
apparent,ADJ
long,ADJ
other,ADJ
disappointed,ADJ
same,ADJ
next,ADJ
excellent,ADJ
simple,ADJ
further,ADJ
sorry,ADJ
tired,ADJ
double,ADJ
more,ADJ
Other,ADJ
poor,ADJ
good,ADJ
basic,ADJ
wonderful,ADJ
baked,ADJ
eastern,ADJ
everything-,ADJ
able,ADJ
enough,ADJ
small,ADJ
hard,ADJ
watery,ADJ
50th,ADJ
shower,ADJ
uncomfortable,ADJ
accessible,ADJ
shallow,ADJ
impossible,ADJ
aware,ADJ
top,ADJ
single,ADJ
painful,ADJ
dangerous,ADJ
shadowy,ADJ
dingy,ADJ
actual,ADJ
next,ADJ
Rumpus,ADJ
warm,ADJ
warm,ADJ
white,ADJ
passable,ADJ
more,ADJ
warm,ADJ
first,ADJ
same,ADJ
underwhelming,ADJ
preferential,ADJ
more,ADJ
great,ADJ
lovely,ADJ
minimum,ADJ
best,ADJ
tactile,ADJ
visual,ADJ
best,ADJ
overall,ADJ
expensive,ADJ
fresh,ADJ
nicer,ADJ
overwhelming,ADJ
alarmed,ADJ
nice,ADJ
great,ADJ
tiny,ADJ
tiny,ADJ
more,ADJ
crazy,ADJ
keen,ADJ
good,ADJ
average,ADJ
rowdy,ADJ
amazed,ADJ
Real,ADJ
40th,ADJ
numerous,ADJ
front,ADJ
helpful,ADJ
last,ADJ
extra,ADJ
private,ADJ
open,ADJ
laundry,ADJ
other,ADJ
open,ADJ
public,ADJ
only,ADJ
good,ADJ
sick,ADJ
hot,ADJ
own,ADJ
average,ADJ
awful,ADJ
Olympic,ADJ
only,ADJ
damp,ADJ
overall,ADJ
appalling,ADJ
electronic,ADJ
key,ADJ
few,ADJ
main,ADJ
dirty,ADJ
small,ADJ
more,ADJ
adequate,ADJ
dirty,ADJ
long,ADJ
dry,ADJ
greasy,ADJ
luke,ADJ
warm,ADJ
Receptionist,ADJ
worst,ADJ
disgusting,ADJ
iconic,ADJ
legendary,ADJ
First,ADJ
great,ADJ
stuffy,ADJ
empty,ADJ
good,ADJ
crappiest,ADJ
different,ADJ
cheap,ADJ
unimaginative,ADJ
professional,ADJ
special,ADJ
cheaper,ADJ
early,ADJ
provincial,ADJ
mid,ADJ
Cold,ADJ
eastern,ADJ
sure,ADJ
extra,ADJ
Complimentary,ADJ
extra,ADJ
accustomed,ADJ
least,ADJ
double,ADJ
double,ADJ
single,ADJ
disappointing,ADJ
entire,ADJ
easy,ADJ
only,ADJ
clean,ADJ
tidy,ADJ
alright,ADJ
broke,ADJ
single,ADJ
double,ADJ
previous,ADJ
horrible,ADJ
early,ADJ
ready,ADJ
last,ADJ
asleep,ADJ
last,ADJ
great,ADJ
helpful,ADJ
little,ADJ
disappointing,ADJ
expensive,ADJ
sure,ADJ
great,ADJ
real,ADJ
nice,ADJ
expensive,ADJ
biggest,ADJ
cheap,ADJ
expensive,ADJ
Mondrian,ADJ
other,ADJ
cold,ADJ
cold,ADJ
scrambled,ADJ
ok,ADJ
cold,ADJ
disappointing,ADJ
same,ADJ
amazing,ADJ
few,ADJ
same,ADJ
weak,ADJ
available,ADJ
shocking,ADJ
different,ADJ
friendly,ADJ
arrogant,ADJ
beautiful,ADJ
comfortable,ADJ
cold,ADJ
good,ADJ
big,ADJ
many,ADJ
quite,ADJ
other,ADJ
imaginary,ADJ
late,ADJ
simple,ADJ
Sorry,ADJ
worst,ADJ
other,ADJ
old,ADJ
worst,ADJ
unbelievable,ADJ
last,ADJ
flat,ADJ
dirty,ADJ
electric,ADJ
general,ADJ
scruffy,ADJ
closer,ADJ
prepared,ADJ
about,ADJ
accurate,ADJ
basic,ADJ
good,ADJ
more,ADJ
whole,ADJ
actual,ADJ
likely,ADJ
poor,ADJ
warm,ADJ
much,ADJ
next,ADJ
back,ADJ
sincere,ADJ
next,ADJ
other,ADJ
good,ADJ
sure,ADJ
good,ADJ
next,ADJ
happy,ADJ
poor,ADJ
other,ADJ
ok,ADJ
ridiculous,ADJ
indifferent,ADJ
better,ADJ
further,ADJ
